Report/resources/CPU_Shipping.txt
0.0	0.0
3.0	0.0
6.0	0.0
9.0	1200.0
12.0	2400.0
15.0	1200.0
18.0	2400.0
21.0	1200.0
24.0	2400.0
27.0	1200.0
30.0	1200.0
33.0	1200.0
36.0	1200.0
39.0	1200.0
42.0	2400.0
45.0	3600.0
48.0	1200.0
51.0	2400.0
54.0	1200.0
57.0	3600.0
60.0	2400.0
63.0	1200.0
66.0	2400.0
69.0	1200.0
72.0	2400.0
75.0	1200.0
78.0	1200.0
81.0	1200.0
84.0	3600.0
87.0	1200.0
90.0	1200.0
93.0	3600.0
96.0	2400.0
99.0	1200.0
102.0	2400.0
105.0	1200.0
108.0	1200.0
111.0	2400.0
114.0	1200.0
117.0	2400.0
120.0	1200.0
123.0	2400.0
126.0	1200.0
129.0	1200.0
132.0	1200.0
135.0	1200.0
138.0	1200.0
141.0	1200.0
144.0	1200.0
147.0	2400.0
150.0	1200.0
153.0	2400.0
156.0	3600.0
159.0	1200.0
162.0	1200.0
165.0	2400.0
168.0	1200.0
171.0	1200.0
174.0	3600.0
177.0	1200.0
180.0	1200.0
183.0	2400.0
186.0	2400.0
189.0	1200.0
192.0	2400.0
195.0	1200.0
198.0	1200.0
201.0	1200.0
204.0	2400.0
207.0	2400.0
210.0	1200.0
213.0	1200.0
216.0	1200.0
219.0	2400.0
222.0	1200.0
225.0	2400.0
228.0	1200.0
231.0	1200.0
234.0	2400.0
237.0	1200.0
240.0	1200.0
243.0	2400.0
246.0	1200.0
249.0	1200.0
252.0	1200.0
255.0	1200.0
258.0	2400.0
261.0	1200.0
264.0	2400.0
267.0	1200.0
270.0	2400.0
273.0	1200.0
276.0	1200.0
279.0	1200.0
282.0	1200.0
285.0	1200.0
288.0	1200.0
291.0	2400.0
294.0	1200.0
297.0	2400.0
300.0	2400.0
303.0	1200.0
306.0	1200.0
309.0	1200.0
312.0	1200.0
315.0	1200.0
318.0	1200.0
321.0	2400.0
324.0	1200.0
327.0	1200.0
330.0	1200.0
333.0	3600.0
336.0	2400.0
339.0	2400.0
342.0	2400.0
345.0	1200.0
348.0	3600.0
351.0	2400.0
354.0	1200.0
357.0	1200.0
360.0	2400.0
363.0	2400.0
366.0	1200.0
369.0	1200.0
372.0	1200.0
375.0	2400.0
378.0	1200.0
381.0	1200.0
384.0	1200.0
387.0	1200.0
390.0	1200.0
393.0	1200.0
396.0	2400.0
399.0	1200.0
402.0	2400.0
405.0	1200.0
408.0	2400.0
411.0	1200.0
414.0	3600.0
417.0	2400.0
420.0	1200.0
423.0	2400.0
426.0	1200.0
429.0	1200.0
432.0	1200.0
435.0	1200.0
438.0	1200.0
441.0	2400.0
444.0	1200.0
447.0	1200.0
450.0	1200.0
453.0	3600.0
456.0	2400.0
459.0	1200.0
462.0	3600.0
465.0	1200.0
468.0	1200.0
471.0	1200.0
474.0	1200.0
