Report/resources/CPU_Gateway.txt
0.0	0.0
1.0	0.0
2.0	300.0
3.0	1400.0
4.0	1400.0
5.0	600.0
6.0	900.0
7.0	600.0
8.0	600.0
9.0	1200.0
10.0	1200.0
11.0	400.0
12.0	1200.0
13.0	100.0
14.0	100.0
15.0	100.0
16.0	1700.0
17.0	600.0
18.0	300.0
19.0	300.0
20.0	800.0
21.0	0.0
22.0	500.0
23.0	500.0
24.0	3200.0
25.0	800.0
26.0	1600.0
27.0	1600.0
28.0	800.0
29.0	1300.0
30.0	800.0
31.0	500.0
32.0	1300.0
33.0	500.0
34.0	200.0
35.0	200.0
36.0	1000.0
37.0	2100.0
38.0	500.0
39.0	200.0
40.0	200.0
41.0	2900.0
42.0	200.0
43.0	200.0
44.0	1300.0
45.0	1300.0
46.0	1300.0
47.0	1300.0
48.0	200.0
49.0	1800.0
50.0	1300.0
51.0	1000.0
52.0	1600.0
53.0	1000.0
54.0	700.0
55.0	400.0
56.0	1400.0
57.0	1400.0
58.0	400.0
59.0	400.0
60.0	700.0
61.0	1000.0
62.0	400.0
63.0	900.0
64.0	600.0
65.0	300.0
66.0	600.0
67.0	600.0
68.0	2200.0
69.0	1700.0
70.0	1100.0
71.0	300.0
72.0	1900.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	1100.0
77.0	300.0
78.0	1400.0
79.0	2500.0
80.0	600.0
81.0	1400.0
82.0	600.0
83.0	300.0
84.0	300.0
85.0	1600.0
86.0	300.0
87.0	600.0
88.0	600.0
89.0	600.0
90.0	1100.0
91.0	0.0
92.0	1100.0
93.0	300.0
94.0	0.0
95.0	800.0
96.0	1900.0
97.0	300.0
98.0	0.0
99.0	0.0
100.0	0.0
101.0	800.0
102.0	1100.0
103.0	1400.0
104.0	600.0
105.0	2200.0
106.0	300.0
107.0	0.0
108.0	0.0
109.0	1100.0
110.0	300.0
111.0	900.0
112.0	1400.0
113.0	100.0
114.0	1200.0
115.0	100.0
116.0	1200.0
117.0	900.0
118.0	300.0
119.0	0.0
120.0	0.0
121.0	1100.0
122.0	0.0
123.0	0.0
124.0	1600.0
125.0	2500.0
126.0	900.0
127.0	1700.0
128.0	900.0
129.0	500.0
130.0	500.0
131.0	1600.0
132.0	800.0
133.0	800.0
134.0	1600.0
135.0	1300.0
136.0	800.0
137.0	1600.0
138.0	1600.0
139.0	500.0
140.0	500.0
141.0	1300.0
142.0	1300.0
143.0	200.0
144.0	200.0
145.0	200.0
146.0	1300.0
147.0	1900.0
148.0	1100.0
149.0	1400.0
150.0	1100.0
151.0	0.0
152.0	0.0
153.0	0.0
154.0	0.0
155.0	500.0
156.0	800.0
157.0	500.0
158.0	800.0
159.0	0.0
160.0	0.0
161.0	300.0
162.0	1300.0
163.0	500.0
164.0	500.0
165.0	1300.0
166.0	2400.0
167.0	1100.0
168.0	1400.0
169.0	1100.0
170.0	300.0
171.0	0.0
172.0	0.0
173.0	0.0
174.0	0.0
175.0	0.0
176.0	1900.0
177.0	600.0
178.0	300.0
179.0	600.0
180.0	300.0
181.0	0.0
182.0	0.0
183.0	0.0
184.0	0.0
185.0	1400.0
186.0	1400.0
187.0	1400.0
188.0	600.0
189.0	0.0
190.0	0.0
191.0	800.0
192.0	800.0
193.0	800.0
194.0	0.0
195.0	0.0
196.0	0.0
197.0	1000.0
198.0	200.0
199.0	200.0
200.0	2100.0
201.0	500.0
202.0	500.0
203.0	1600.0
204.0	500.0
205.0	1900.0
206.0	1100.0
207.0	1600.0
208.0	800.0
209.0	1300.0
210.0	1300.0
211.0	2400.0
212.0	800.0
213.0	500.0
214.0	1400.0
215.0	1900.0
216.0	300.0
217.0	800.0
218.0	0.0
219.0	300.0
220.0	600.0
221.0	1400.0
222.0	2200.0
